Name,2018,2019,2020,2021,2022,2023,2024,2025
NETLINK NBN TRUST - TOTAL DEBT % COMMON EQUITY,18.55,20.94,23.35,25.09,25.85,29.08,31.58,NA
NETLINK NBN TRUST - TOTAL DEBT % TOTAL CAPITAL/STD,15.65,17.32,18.93,20.06,20.54,22.53,24,NA
NETLINK NBN TRUST - BOOK VALUE-OUT SHARES-FISCAL,0.815,0.777,0.746,0.719,0.697,0.675,0.647,NA
NETLINK NBN TRUST - PRICE TO BOOK VAL,1.04,1.11,1.33,1.38,1.47,1.36,1.34,1.37
#ERROR,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,
#ERROR,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,
#ERROR,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,
#ERROR,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,
NOBLE GROUP DEAD - DELIST.16/12/22 - PRICE TO BOOK VAL,-0.06,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
OVERSEA-CHINESE - RETURN ON ASSETS,1.12,1.15,0.77,0.95,1.11,1.37,1.48,NA
OVERSEA-CHINESE - TOTAL DEBT % COMMON EQUITY,97.61,87.17,73.97,58.82,66.88,74.31,78.79,NA
OVERSEA-CHINESE - TOTAL DEBT % TOTAL CAPITAL/STD,48.63,45.8,41.75,36.29,39.35,42,43.62,NA
OVERSEA-CHINESE - BOOK VALUE-OUT SHARES-FISCAL,9.562,10.376,10.824,11.457,11.433,11.776,12.804,NA
OVERSEA-CHINESE - PRICE TO BOOK VAL,1.36,1.13,0.83,1.03,1.06,1.09,1.08,1.17
OUE REAL ESTATE - RETURN ON ASSETS,3.95,3.15,0.7,1.54,5.99,4.85,0.64,NA
OUE REAL ESTATE - TOTAL DEBT % COMMON EQUITY,101.82,92.65,97.04,71.07,70.59,69.17,73.25,NA
OUE REAL ESTATE - TOTAL DEBT % TOTAL CAPITAL/STD,47.66,46.3,47.46,39.7,39.55,39.11,40.39,NA
OUE REAL ESTATE - BOOK VALUE-OUT SHARES-FISCAL,0.714,0.616,0.585,0.574,0.592,0.603,0.579,NA
OUE REAL ESTATE - PRICE TO BOOK VAL,0.88,0.82,0.65,0.71,0.71,0.55,0.48,0.46
OLAM INTERNATION - RETURN ON ASSETS,3.36,4.13,1.06,3.84,3.99,4.27,NA,NA
OLAM INTERNATION - TOTAL DEBT % COMMON EQUITY,233.28,253.28,309.25,300.4,237.39,251.29,NA,NA
OLAM INTERNATION - TOTAL DEBT % TOTAL CAPITAL/STD,69.45,71.29,75.29,75,69.13,70.52,NA,NA
OLAM INTERNATION - BOOK VALUE-OUT SHARES-FISCAL,1.604,1.635,1.488,1.589,1.838,1.762,NA,NA
OLAM INTERNATION - PRICE TO BOOK VAL,1.44,1.17,0.94,1.07,0.96,1,1,1
OUE LTD - RETURN ON ASSETS,0.47,3.7,-2.28,1.79,2.9,2.19,-1.65,NA
OUE LTD - TOTAL DEBT % COMMON EQUITY,88.77,98.59,93.65,74.44,82.56,80.9,99.38,NA
OUE LTD - TOTAL DEBT % TOTAL CAPITAL/STD,40.49,39.63,38.24,33.38,33.89,33.49,37.43,NA
OUE LTD - BOOK VALUE-OUT SHARES-FISCAL,4.369,4.518,4.237,4.415,4.353,4.315,4.232,NA
OUE LTD - PRICE TO BOOK VAL,0.41,0.4,0.25,0.32,0.3,0.28,0.26,0.22
OXLEY HOLDINGS LTD - RETURN ON ASSETS,6.45,3.79,-2.35,2.23,2.24,1.63,0.07,NA
OXLEY HOLDINGS LTD - TOTAL DEBT % COMMON EQUITY,241,238.64,288.03,249.05,231.09,191.11,174.07,NA
OXLEY HOLDINGS LTD - TOTAL DEBT % TOTAL CAPITAL/STD,70.09,70.41,73.9,70.34,68.66,64.46,62.69,NA
OXLEY HOLDINGS LTD - BOOK VALUE-OUT SHARES-FISCAL,0.355,0.361,0.248,0.236,0.238,0.209,0.194,NA
OXLEY HOLDINGS LTD - PRICE TO BOOK VAL,1.41,0.84,0.91,1.12,0.78,0.65,0.46,0.34
DELFI LTD - RETURN ON ASSETS,6.34,8.11,5.16,8.15,12.08,11.77,8.28,NA
DELFI LTD - TOTAL DEBT % COMMON EQUITY,28.63,26.52,22.26,4.78,8.6,15.39,NA,NA
DELFI LTD - TOTAL DEBT % TOTAL CAPITAL/STD,22.24,20.95,18.2,4.57,7.92,13.34,NA,NA
DELFI LTD - BOOK VALUE-OUT SHARES-FISCAL,0.46,0.501,0.488,0.528,0.54,0.575,0.591,NA
DELFI LTD - PRICE TO BOOK VAL,3.22,2.8,1.44,1.63,1.46,1.88,1.6,1.2
PARKWAY LIFE REAL - RETURN ON ASSETS,8.68,6.73,4.55,15.26,2,4.84,4.44,NA
PARKWAY LIFE REAL - TOTAL DEBT % COMMON EQUITY,60.12,62.8,67.05,57.71,60.4,58.57,56.44,NA
PARKWAY LIFE REAL - TOTAL DEBT % TOTAL CAPITAL/STD,37.55,38.57,40.14,36.59,37.65,36.94,36.08,NA
PARKWAY LIFE REAL - BOOK VALUE-OUT SHARES-FISCAL,1.878,1.953,1.956,2.371,2.331,2.338,2.407,NA
PARKWAY LIFE REAL - PRICE TO BOOK VAL,1.48,1.49,1.59,1.73,2.06,1.69,1.45,1.72
STARHILL GLOBAL REIT - RETURN ON ASSETS,3.77,3.23,-1.85,3.14,2.96,2.27,3.7,NA
STARHILL GLOBAL REIT - TOTAL DEBT % COMMON EQUITY,56.79,58.66,68.9,67.34,67.61,69.42,70.47,NA
STARHILL GLOBAL REIT - TOTAL DEBT % TOTAL CAPITAL/STD,36.22,36.97,40.79,40.24,40.34,40.98,41.34,NA
STARHILL GLOBAL REIT - BOOK VALUE-OUT SHARES-FISCAL,0.912,0.885,0.808,0.809,0.78,0.732,0.715,NA
STARHILL GLOBAL REIT - PRICE TO BOOK VAL,0.79,0.85,0.56,0.7,0.77,0.72,0.69,0.66
RAFFLES MEDICAL - RETURN ON ASSETS,6.8,5.15,5.2,6.02,9.78,6.19,4.34,NA
RAFFLES MEDICAL - TOTAL DEBT % COMMON EQUITY,14.55,23.83,22.79,20.62,9.47,19.45,18.39,NA
RAFFLES MEDICAL - TOTAL DEBT % TOTAL CAPITAL/STD,12.48,18.95,18.31,16.87,8.53,16.07,15.34,NA
RAFFLES MEDICAL - BOOK VALUE-OUT SHARES-FISCAL,0.445,0.46,0.482,0.514,0.547,0.553,0.565,NA
RAFFLES MEDICAL - PRICE TO BOOK VAL,2.58,2.37,1.75,2.28,2.14,2.67,1.81,1.72
RIVERSTONE HLDGS - RETURN ON ASSETS,16.21,14.67,49.55,64.44,13.23,11.4,15.81,NA
RIVERSTONE HLDGS - TOTAL DEBT % COMMON EQUITY,2.82,1.65,0.59,0.07,0,0.06,0.03,NA
RIVERSTONE HLDGS - TOTAL DEBT % TOTAL CAPITAL/STD,2.74,1.62,0.59,0.07,0,0.06,0.03,NA
RIVERSTONE HLDGS - BOOK VALUE-OUT SHARES-FISCAL,0.158,0.175,0.301,0.51,0.38,0.326,0.325,NA
RIVERSTONE HLDGS - PRICE TO BOOK VAL,3.36,3.17,1.89,2.61,2.54,1.98,2.37,2.71
SINGAPORE AIRLINES - RETURN ON ASSETS,3.7,2.76,0.02,-11.24,-1.33,5.11,6.52,NA
SINGAPORE AIRLINES - TOTAL DEBT % COMMON EQUITY,21.94,50.08,126.52,143.7,199.56,157.61,101.39,NA
SINGAPORE AIRLINES - TOTAL DEBT % TOTAL CAPITAL/STD,17.62,32.72,54.77,58.25,65.95,60.51,49.67,NA
SINGAPORE AIRLINES - BOOK VALUE-OUT SHARES-FISCAL,8.491,7.909,5.537,4.185,4.287,4.6,4.973,NA
SINGAPORE AIRLINES - PRICE TO BOOK VAL,0.99,1.26,1.03,1.33,1.17,1.17,1.3,1.24
SASSEUR REAL - RETURN ON ASSETS,NA,8.05,3.4,7.06,4.11,4.46,4.05,NA
SASSEUR REAL - TOTAL DEBT % COMMON EQUITY,45.93,44.76,45.62,42.22,45.64,42.43,41.97,NA
SASSEUR REAL - TOTAL DEBT % TOTAL CAPITAL/STD,31.47,30.92,31.33,29.69,31.34,29.79,29.56,NA
SASSEUR REAL - BOOK VALUE-OUT SHARES-FISCAL,0.903,0.892,0.914,0.989,0.865,0.819,0.827,NA
SASSEUR REAL - PRICE TO BOOK VAL,0.89,0.9,0.68,0.91,0.96,0.92,0.83,0.7
SATS LTD - RETURN ON ASSETS,11.38,10.52,6.47,-1.93,1.19,-0.2,4.82,NA
SATS LTD - TOTAL DEBT % COMMON EQUITY,6.51,5.8,38.61,56.48,52.28,63.35,172.3,NA
SATS LTD - TOTAL DEBT % TOTAL CAPITAL/STD,5.68,5,25.7,33.96,31.36,37.02,61.52,NA
SATS LTD - BOOK VALUE-OUT SHARES-FISCAL,1.385,1.4,1.368,1.306,1.351,1.569,1.593,NA
SATS LTD - PRICE TO BOOK VAL,3.52,3.66,2.32,3.06,2.59,1.78,1.61,1.64
SEMBCORP INDUSTRIES - RETURN ON ASSETS,2.76,1.77,-2.91,3.19,7.08,8.04,7.71,NA
SEMBCORP INDUSTRIES - TOTAL DEBT % COMMON EQUITY,192.63,199.42,238.22,203.05,184.99,164.86,175.34,NA
SEMBCORP INDUSTRIES - TOTAL DEBT % TOTAL CAPITAL/STD,61.76,63.1,69.56,66.11,63.55,60.73,62.41,NA
SEMBCORP INDUSTRIES - BOOK VALUE-OUT SHARES-FISCAL,3.355,3.399,1.874,2.116,2.238,2.579,3.007,NA
SEMBCORP INDUSTRIES - PRICE TO BOOK VAL,0.93,0.8,0.42,0.91,1.27,1.68,1.81,2.07
SINGAPORE PRESS HLDG - RETURN ON ASSETS,5.05,3.83,-0.26,1.53,NA,NA,NA,NA
SINGAPORE PRESS HLDG - TOTAL DEBT % COMMON EQUITY,46.36,63.28,118.6,98.11,NA,NA,NA,NA
SINGAPORE PRESS HLDG - TOTAL DEBT % TOTAL CAPITAL/STD,27.54,32.64,46.62,42.46,NA,NA,NA,NA
SINGAPORE PRESS HLDG - BOOK VALUE-OUT SHARES-FISCAL,2.147,2.157,2.049,2.244,NA,NA,NA,NA
SINGAPORE PRESS HLDG - PRICE TO BOOK VAL,1.16,1.13,0.75,0.78,1.05,1.05,1.05,1.05
SIA ENGINEERING CO - RETURN ON ASSETS,9.88,8.85,10.23,-0.44,3.87,3.61,5.03,NA
SIA ENGINEERING CO - TOTAL DEBT % COMMON EQUITY,1.47,1.26,6.9,5.48,4.33,6.91,6.55,NA
SIA ENGINEERING CO - TOTAL DEBT % TOTAL CAPITAL/STD,1.41,1.22,6.34,5.16,4.12,6.43,6.09,NA
SIA ENGINEERING CO - BOOK VALUE-OUT SHARES-FISCAL,1.338,1.366,1.454,1.368,1.435,1.485,1.503,NA
SIA ENGINEERING CO - PRICE TO BOOK VAL,2.35,1.72,1.3,1.75,1.71,1.52,1.51,1.35
SBS TRANSIT LTD - RETURN ON ASSETS,7.88,7.86,7.38,4.73,5.98,5.98,6.19,NA
SBS TRANSIT LTD - TOTAL DEBT % COMMON EQUITY,15.05,30.03,16.44,15.23,12.28,2.83,2.46,NA
SBS TRANSIT LTD - TOTAL DEBT % TOTAL CAPITAL/STD,13.08,23.09,14.12,13.22,10.94,2.75,2.4,NA
SBS TRANSIT LTD - BOOK VALUE-OUT SHARES-FISCAL,1.599,1.689,1.882,1.929,2.066,2.186,2.304,NA
SBS TRANSIT LTD - PRICE TO BOOK VAL,1.61,2.43,1.49,1.63,1.43,1.26,1.12,1.23
HONG LEONG FINANCE - RETURN ON ASSETS,0.91,0.75,0.46,0.65,0.96,0.65,0.71,NA
HONG LEONG FINANCE - TOTAL DEBT % COMMON EQUITY,0,2.34,4.41,4.51,3.13,2.73,2.15,NA
HONG LEONG FINANCE - TOTAL DEBT % TOTAL CAPITAL/STD,0,2.29,4.22,4.32,3.04,2.66,2.11,NA
HONG LEONG FINANCE - BOOK VALUE-OUT SHARES-FISCAL,4.204,4.277,4.286,4.382,4.554,4.593,4.698,NA
HONG LEONG FINANCE - PRICE TO BOOK VAL,0.64,0.65,0.52,0.58,0.56,0.55,0.53,0.53
SINGAPORE POST LTD - RETURN ON ASSETS,4.77,0.54,3.61,1.86,3.36,1.02,3.34,NA
SINGAPORE POST LTD - TOTAL DEBT % COMMON EQUITY,42.12,50.36,63.66,58.98,45.93,84.55,108.43,NA
SINGAPORE POST LTD - TOTAL DEBT % TOTAL CAPITAL/STD,29.05,32.68,38.1,36.24,34.46,45.98,51.21,NA
SINGAPORE POST LTD - BOOK VALUE-OUT SHARES-FISCAL,0.62,0.563,0.557,0.568,0.581,0.502,0.503,NA
SINGAPORE POST LTD - PRICE TO BOOK VAL,2.33,1.9,1.2,1.26,1.29,1.03,0.82,1.03
SINGAPORE EXCHANGE - RETURN ON ASSETS,17.48,18.42,19.71,15.76,13.32,15.13,15.62,NA
SINGAPORE EXCHANGE - TOTAL DEBT % COMMON EQUITY,0,0,31.58,38.93,51.08,42.76,37.15,NA
SINGAPORE EXCHANGE - TOTAL DEBT % TOTAL CAPITAL/STD,0,0,23.93,27.95,33.74,29.92,27.07,NA
SINGAPORE EXCHANGE - BOOK VALUE-OUT SHARES-FISCAL,1.024,1.02,1.165,1.296,1.446,1.593,1.834,NA
SINGAPORE EXCHANGE - PRICE TO BOOK VAL,7.26,7.23,8.33,7.75,6.86,5.91,5.01,6.92
PARAGON REIT - RETURN ON ASSETS,4.76,4.83,-0.84,3.95,5.15,4.89,8.71,NA
PARAGON REIT - TOTAL DEBT % COMMON EQUITY,36.62,56.49,63.78,62.75,61.4,60.94,57.31,NA
PARAGON REIT - TOTAL DEBT % TOTAL CAPITAL/STD,26.8,35.96,38.81,38.42,37.91,37.76,36.34,NA
PARAGON REIT - BOOK VALUE-OUT SHARES-FISCAL,0.948,0.95,0.906,0.91,0.912,0.91,0.938,NA
PARAGON REIT - PRICE TO BOOK VAL,1.05,1.12,0.82,0.94,1.05,1.04,0.95,1.06
SHENG SIONG - RETURN ON ASSETS,16.86,15.97,22.92,18.84,17.79,16.91,15.99,NA
SHENG SIONG - TOTAL DEBT % COMMON EQUITY,0,18.19,20.28,19.76,21.15,20.52,23.48,NA
SHENG SIONG - TOTAL DEBT % TOTAL CAPITAL/STD,0,15.3,16.76,16.4,17.36,16.94,18.92,NA
SHENG SIONG - BOOK VALUE-OUT SHARES-FISCAL,0.193,0.208,0.248,0.275,0.301,0.328,0.356,NA
SHENG SIONG - PRICE TO BOOK VAL,5.05,4.99,5.37,5.6,5.05,5.21,4.33,4.64
STARHUB LTD - RETURN ON ASSETS,8.59,8.02,6.64,5.92,2.84,5.69,6.27,NA
STARHUB LTD - TOTAL DEBT % COMMON EQUITY,374.28,441.17,452.1,435.47,444.42,391.38,357.99,NA
STARHUB LTD - TOTAL DEBT % TOTAL CAPITAL/STD,75.98,78.69,78.2,77.37,75.22,74.07,72.03,NA
STARHUB LTD - BOOK VALUE-OUT SHARES-FISCAL,0.19,0.184,0.196,0.225,0.191,0.215,0.237,NA
STARHUB LTD - PRICE TO BOOK VAL,12.08,8.21,7.31,5.82,6.79,4.74,5.01,4.88
SINGAPORE TECH - RETURN ON ASSETS,6.87,7.28,6.06,6.07,5.26,5.25,5.71,NA
SINGAPORE TECH - TOTAL DEBT % COMMON EQUITY,22.07,40.57,72,73.13,159.96,171.16,149.89,NA
SINGAPORE TECH - TOTAL DEBT % TOTAL CAPITAL/STD,16.36,26.57,39.06,39.8,59.12,60.46,57.56,NA
SINGAPORE TECH - BOOK VALUE-OUT SHARES-FISCAL,0.72,0.713,0.736,0.775,0.77,0.79,0.857,NA
SINGAPORE TECH - PRICE TO BOOK VAL,5.07,5.37,4.43,5.15,5.26,4.71,4.69,7.78
SUNTEC REAL ESTATE - RETURN ON ASSETS,4.21,5.01,0.28,5.11,5.25,3.05,2.68,NA
SUNTEC REAL ESTATE - TOTAL DEBT % COMMON EQUITY,61.95,60.74,86.2,87.03,84.88,75.45,75.98,NA
SUNTEC REAL ESTATE - TOTAL DEBT % TOTAL CAPITAL/STD,37.71,37.29,45.94,46.13,45.43,42.5,42.63,NA
SUNTEC REAL ESTATE - BOOK VALUE-OUT SHARES-FISCAL,2.111,2.134,2.054,2.11,2.119,2.099,2.046,NA
SUNTEC REAL ESTATE - PRICE TO BOOK VAL,0.89,0.91,0.63,0.76,0.84,0.69,0.55,0.53
SINGAPORE TELECOM - RETURN ON ASSETS,12.04,6.93,2.89,1.96,4.3,5.12,2.66,NA
SINGAPORE TELECOM - TOTAL DEBT % COMMON EQUITY,35.17,35.74,52.9,48.55,47.57,47.65,53.99,NA
SINGAPORE TELECOM - TOTAL DEBT % TOTAL CAPITAL/STD,26.02,26.35,34.58,32.66,32.22,32.26,35.03,NA
SINGAPORE TELECOM - BOOK VALUE-OUT SHARES-FISCAL,1.817,1.827,1.641,1.604,1.641,1.514,1.449,NA
SINGAPORE TELECOM - PRICE TO BOOK VAL,1.86,1.93,1.69,1.48,1.74,1.72,1.65,2.42
THAI BEVERAGE - RETURN ON ASSETS,7.54,7.05,6.72,6.73,7.26,6.64,6,NA
THAI BEVERAGE - TOTAL DEBT % COMMON EQUITY,191.44,189.83,152.64,132.05,104.46,104.13,161.78,NA
THAI BEVERAGE - TOTAL DEBT % TOTAL CAPITAL/STD,62.26,59.4,54.82,51.79,46.29,46.47,51.31,NA
THAI BEVERAGE - BOOK VALUE-OUT SHARES-FISCAL,4.824,4.613,5.678,6.806,8.19,8.013,5.938,NA
THAI BEVERAGE - PRICE TO BOOK VAL,3.92,3.91,2.74,2.82,2.28,2.16,2.07,2.05
SINGAPORE LAND - RETURN ON ASSETS,3.87,7.13,1.07,3.73,5.01,2.94,3.08,NA
SINGAPORE LAND - TOTAL DEBT % COMMON EQUITY,6.62,8.08,7.17,7.27,5.41,5.82,4.05,NA
SINGAPORE LAND - TOTAL DEBT % TOTAL CAPITAL/STD,5.56,6.89,6.17,6.28,4.77,5.13,3.64,NA
SINGAPORE LAND - BOOK VALUE-OUT SHARES-FISCAL,4.742,5.096,5.123,5.305,5.57,5.716,5.868,NA
SINGAPORE LAND - PRICE TO BOOK VAL,0.7,0.57,0.43,0.53,0.46,0.38,0.31,0.32
UOL GROUP LTD - RETURN ON ASSETS,2.32,2.77,0.32,1.7,2.78,4.13,2.47,NA
UOL GROUP LTD - TOTAL DEBT % COMMON EQUITY,48.82,49.28,52.37,51.91,51.01,46.47,45.18,NA
UOL GROUP LTD - TOTAL DEBT % TOTAL CAPITAL/STD,24.56,25.67,26.66,26.53,26.19,24.51,24.11,NA
UOL GROUP LTD - BOOK VALUE-OUT SHARES-FISCAL,11.449,11.913,11.599,12.043,12.594,13.068,13.652,NA
UOL GROUP LTD - PRICE TO BOOK VAL,0.76,0.61,0.58,0.65,0.56,0.55,0.42,0.4
UNITED OVERSEAS BANK - RETURN ON ASSETS,1.07,1.09,0.69,0.91,0.95,1.11,NA,NA
UNITED OVERSEAS BANK - TOTAL DEBT % COMMON EQUITY,132.89,117.28,127.04,132.03,169.87,166.9,137.9,NA
UNITED OVERSEAS BANK - TOTAL DEBT % TOTAL CAPITAL/STD,56.93,53.83,55.81,56.76,62.81,62.4,57.85,NA
UNITED OVERSEAS BANK - BOOK VALUE-OUT SHARES-FISCAL,21.31,22.334,23.03,24.077,24.238,25.997,28.109,NA
UNITED OVERSEAS BANK - PRICE TO BOOK VAL,1.31,1.19,0.88,1.08,1.3,1.16,1.05,1.16
VENTURE CORP - RETURN ON ASSETS,11.7,11.24,9.15,9.1,10.03,7.42,6.8,NA
VENTURE CORP - TOTAL DEBT % COMMON EQUITY,0.08,1.16,0.81,0.5,0.86,0.97,1.05,NA
VENTURE CORP - TOTAL DEBT % TOTAL CAPITAL/STD,0.08,1.15,0.8,0.5,0.85,0.96,1.03,NA
VENTURE CORP - BOOK VALUE-OUT SHARES-FISCAL,8.164,8.654,8.918,9.348,9.758,9.758,9.996,NA
VENTURE CORP - PRICE TO BOOK VAL,3.55,2.16,1.71,2.21,1.76,1.8,1.46,1.07
WING TAI HLDGS LTD - RETURN ON ASSETS,5.03,1.76,1.03,0.88,3.62,0.97,-1.07,NA
WING TAI HLDGS LTD - TOTAL DEBT % COMMON EQUITY,27.87,27.67,34.27,32.34,22.78,26.41,27.31,NA
WING TAI HLDGS LTD - TOTAL DEBT % TOTAL CAPITAL/STD,21.43,21.3,25.09,24.03,18.21,20.54,21.09,NA
WING TAI HLDGS LTD - BOOK VALUE-OUT SHARES-FISCAL,4.312,4.22,4.179,4.142,4.319,4.129,3.898,NA
WING TAI HLDGS LTD - PRICE TO BOOK VAL,0.48,0.49,0.4,0.47,0.41,0.36,0.38,0.28
YANLORD LAND GRP - RETURN ON ASSETS,3.68,3.47,2.43,2.07,1.21,0.21,-1.8,NA
YANLORD LAND GRP - TOTAL DEBT % COMMON EQUITY,166.73,162.86,137.83,125.19,122.99,87.55,77.3,NA
YANLORD LAND GRP - TOTAL DEBT % TOTAL CAPITAL/STD,55.93,53.55,51.43,49.46,48.67,40.72,37.75,NA
YANLORD LAND GRP - BOOK VALUE-OUT SHARES-FISCAL,12.959,14.624,16.155,17.745,18.104,17.77,15.923,NA
YANLORD LAND GRP - PRICE TO BOOK VAL,0.67,0.52,0.31,0.34,0.36,0.28,0.14,0.13
ACCTON TECHNOLOGY - RETURN ON ASSETS,14.4,19.18,16.79,14.35,20.32,17.57,16.97,NA
ACCTON TECHNOLOGY - TOTAL DEBT % COMMON EQUITY,0,11.88,13.13,13.8,24.11,10.18,7.69,NA
ACCTON TECHNOLOGY - TOTAL DEBT % TOTAL CAPITAL/STD,0,10.62,11.6,12.13,19.43,9.24,7.15,NA
ACCTON TECHNOLOGY - BOOK VALUE-OUT SHARES-FISCAL,18.495,23.029,25.986,27.887,36.614,45.128,64.996,NA
ACCTON TECHNOLOGY - PRICE TO BOOK VAL,4.66,5.67,6.87,10.02,5.91,6.9,7.28,7.83
ASIA CEMENT - RETURN ON ASSETS,4.7,6.56,5.26,5.15,4.09,3.73,4.26,NA
ASIA CEMENT - TOTAL DEBT % COMMON EQUITY,69.94,66.72,67.92,68.79,71.15,70.69,55.27,NA
ASIA CEMENT - TOTAL DEBT % TOTAL CAPITAL/STD,37.75,36.51,37.14,37.45,38.31,38.4,32.85,NA
ASIA CEMENT - BOOK VALUE-OUT SHARES-FISCAL,41.022,43.454,43.96,44.26,45.353,47.7,51.133,NA
ASIA CEMENT - PRICE TO BOOK VAL,0.72,0.96,0.96,1.06,1.05,0.92,0.82,0.88
AUO CORP - RETURN ON ASSETS,2.88,-4.01,1.59,15.48,-4.91,-4.11,0.06,NA
AUO CORP - TOTAL DEBT % COMMON EQUITY,42.81,70.63,69.52,27.8,51.97,76.13,83.35,NA
AUO CORP - TOTAL DEBT % TOTAL CAPITAL/STD,28.56,39.9,39.61,21.31,33.45,42.29,44.44,NA
AUO CORP - BOOK VALUE-OUT SHARES-FISCAL,26.348,23.248,24.055,30.275,24.162,20.758,19.992,NA
AUO CORP - PRICE TO BOOK VAL,0.63,0.62,0.39,1.02,0.85,0.9,0.91,0.59
ADVANTECH CO LTD - RETURN ON ASSETS,15.04,16.39,15.13,15.54,17.59,16.24,13.06,NA
ADVANTECH CO LTD - TOTAL DEBT % COMMON EQUITY,0.49,2.28,1.43,1.51,2.27,4.28,4.19,NA
ADVANTECH CO LTD - TOTAL DEBT % TOTAL CAPITAL/STD,0.48,2.2,1.39,1.47,2.2,4.08,3.99,NA
ADVANTECH CO LTD - BOOK VALUE-OUT SHARES-FISCAL,34.665,38.046,40.507,44.433,51.199,56.496,59.563,NA
ADVANTECH CO LTD - PRICE TO BOOK VAL,4.91,5.4,5.3,7.39,6.44,5.87,6.48,5.59
ASE TECHNOLOGY - RETURN ON ASSETS,6.35,3.72,5.39,10.64,9.54,5.38,5.45,NA
ASE TECHNOLOGY - TOTAL DEBT % COMMON EQUITY,97.6,109.84,90.53,82.93,63.09,60.18,62.26,NA
ASE TECHNOLOGY - TOTAL DEBT % TOTAL CAPITAL/STD,47.31,50.74,45.8,43.99,37.27,36.04,36.81,NA
ASE TECHNOLOGY - BOOK VALUE-OUT SHARES-FISCAL,47.784,47.202,51.099,60.728,70.147,69.061,74.505,NA
ASE TECHNOLOGY - PRICE TO BOOK VAL,NA,1.51,1.2,1.84,1.4,1.58,2.13,1.81
QISDA CORP - RETURN ON ASSETS,4.18,3.43,3.67,5,4.8,2.26,1.68,NA
QISDA CORP - TOTAL DEBT % COMMON EQUITY,102.93,114.87,129.3,130.65,160.6,180.66,223.31,NA
QISDA CORP - TOTAL DEBT % TOTAL CAPITAL/STD,45.59,44.8,44.13,45.01,49.05,51.09,54.48,NA
QISDA CORP - BOOK VALUE-OUT SHARES-FISCAL,16.498,17.259,18.317,21.078,20.707,18.842,18.45,NA
QISDA CORP - PRICE TO BOOK VAL,1.29,1.14,0.88,1.62,1.61,1.74,2.33,1.33
ASIA PACIFIC TELE - RETURN ON ASSETS,-9.93,-13.69,-14.9,-13.51,-12.91,NA,NA,NA
ASIA PACIFIC TELE - TOTAL DEBT % COMMON EQUITY,3.67,15.5,16.78,36.98,49.57,NA,NA,NA
ASIA PACIFIC TELE - TOTAL DEBT % TOTAL CAPITAL/STD,3.53,13.36,14.37,27,33.14,NA,NA,NA
ASIA PACIFIC TELE - BOOK VALUE-OUT SHARES-FISCAL,10.915,9.318,7.791,6.806,5.539,NA,NA,NA
ASIA PACIFIC TELE - PRICE TO BOOK VAL,1.26,1.21,0.88,1.41,1.22,1.18,1.35,1.35
ACER INC - RETURN ON ASSETS,2.05,1.8,3.65,5.69,2.6,2.63,2.82,NA
ACER INC - TOTAL DEBT % COMMON EQUITY,6.83,16.18,10.61,20.77,21.11,19.65,32.06,NA
ACER INC - TOTAL DEBT % TOTAL CAPITAL/STD,6.32,13.65,9.36,16.69,16.51,15.45,22.76,NA
ACER INC - BOOK VALUE-OUT SHARES-FISCAL,19.242,19.101,20.09,21.218,21.974,24.857,25.556,NA
ACER INC - PRICE TO BOOK VAL,1.21,1.07,0.79,1.51,1.31,1.16,2,1.2
ASMEDIA TECH - RETURN ON ASSETS,35.15,29.33,30.73,19.06,14.76,11.4,13.01,NA
ASMEDIA TECH - TOTAL DEBT % COMMON EQUITY,0,1.57,0.32,0.2,7.6,1.76,0.08,NA
ASMEDIA TECH - TOTAL DEBT % TOTAL CAPITAL/STD,0,1.55,0.32,0.2,7.06,1.73,0.08,NA
ASMEDIA TECH - BOOK VALUE-OUT SHARES-FISCAL,38.781,42.998,203.713,235.237,220.737,282.362,447.276,NA
ASMEDIA TECH - PRICE TO BOOK VAL,9.1,12.79,3.82,5.72,7.63,4.71,5.22,3.13
ASUSTEK COMPUTER INC - RETURN ON ASSETS,1.33,3.64,7.34,10.24,3.25,3.6,6.38,NA
ASUSTEK COMPUTER INC - TOTAL DEBT % COMMON EQUITY,4.42,3.81,3.38,4.74,23.75,7.49,10.18,NA
ASUSTEK COMPUTER INC - TOTAL DEBT % TOTAL CAPITAL/STD,4.08,3.54,3.08,4.28,18.19,6.49,8.45,NA
ASUSTEK COMPUTER INC - BOOK VALUE-OUT SHARES-FISCAL,217.25,238.112,271.641,312.794,285.934,322.871,362.889,NA
ASUSTEK COMPUTER INC - PRICE TO BOOK VAL,1.28,0.96,0.73,1.19,1.25,0.85,1.25,1.41
CHINA AIRLINES LTD - RETURN ON ASSETS,1.26,0.83,1.13,4,1.74,3.13,5.51,NA
CHINA AIRLINES LTD - TOTAL DEBT % COMMON EQUITY,192.62,209.07,244.32,169.18,153.77,126.02,113.41,NA
CHINA AIRLINES LTD - TOTAL DEBT % TOTAL CAPITAL/STD,64.68,66.29,69.85,61.87,59.77,54.82,51.86,NA
